participant_id,creationdate,modifieddate,birthYear,statSectPlaceholder
67db4b25-cc68-4eca-8791-e55d9b839e5f,2023-12-21T09:17:01.887+0000,2023-12-21T09:22:51.823+0000,1987,24062A00-LEUVEN-CENTRUM
